Data,ID_Obra,Tipo_Obra,Material,Equipamento,Area_m2,Espessura_cm,Custo_Orcado_RS,Custo_Real_RS,Consumo_Diesel_L
2024-09-12,OBRA_74-6030,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,4103,5.0,358435.35,353354.62,512.88
2025-04-15,OBRA_88-5978,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,5978,3.5,317639.79,311007.4,523.07
2024-04-10,OBRA_03-0405,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,14731,5.0,1592499.14,1645260.89,1841.38
2024-05-07,OBRA_00-2213,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,9056,6.0,926342.43,882425.33,1358.4
2025-02-28,OBRA_61-8022,Concessionária/Rodovia,Binder,Fresadora,4424,4.0,484984.62,569072.01,442.4
2024-09-24,OBRA_77-6514,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,13822,3.0,826852.42,810025.68,1036.65
2025-02-27,OBRA_82-6613,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,3033,3.0,176627.98,179170.14,227.47
2025-09-30,OBRA_55-0439,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,10836,3.0,555557.12,559283.92,812.7
2025-11-27,OBRA_01-7677,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,2455,5.0,273430.15,261227.3,306.88
2025-02-20,OBRA_24-2624,Concessionária/Rodovia,Binder,Rolo Compactador,12842,6.0,1442925.11,1469156.26,1926.3
2024-11-18,OBRA_28-5195,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,5185,3.0,261411.23,266695.7,388.88
2025-12-16,OBRA_64-6900,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,10958,3.5,530060.17,534320.63,958.82
2025-08-26,OBRA_20-7606,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,2529,3.5,158968.5,159524.37,221.29
2024-07-09,OBRA_15-4859,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,14633,3.0,753667.96,785437.73,1097.47
2025-09-15,OBRA_84-2354,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,10670,3.5,565920.03,593716.79,933.62
2025-11-10,OBRA_26-6245,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,13110,3.5,600000.57,588133.23,1147.12
2024-05-31,OBRA_22-1266,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,7443,3.5,401866.3,388638.78,651.26
2025-06-21,OBRA_37-8180,Concessionária/Rodovia,Binder,Fresadora,2962,5.0,378383.07,376411.08,370.25
2025-08-24,OBRA_77-2629,Concessionária/Rodovia,Binder,Vibroacabadora,8090,4.0,717234.95,698942.41,809.0
2025-02-25,OBRA_25-2514,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,12438,3.0,642756.97,641220.6,932.85
2025-03-13,OBRA_67-1238,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,5718,6.0,648352.1,655726.53,857.7
2025-12-22,OBRA_39-6829,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,2055,6.0,218264.37,210897.93,308.25
2025-07-02,OBRA_96-0537,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,3783,3.5,203240.56,196748.11,331.01
2025-07-31,OBRA_63-0100,Concessionária/Rodovia,Binder,Fresadora,10273,4.0,983812.94,943571.28,1027.3
2025-04-24,OBRA_96-6041,Concessionária/Rodovia,Binder,Rolo Compactador,1221,6.0,120110.18,115779.98,183.15
2024-07-02,OBRA_44-3626,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,2896,3.5,135288.69,134787.08,253.4
2024-04-02,OBRA_14-4499,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,3477,3.0,200049.94,204033.51,260.77
2024-04-02,OBRA_51-9169,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,11528,3.5,652276.18,628916.1,1008.7
2024-08-23,OBRA_49-8318,Concessionária/Rodovia,Binder,Vibroacabadora,1741,4.0,198955.24,200283.95,174.1
2025-12-23,OBRA_68-1112,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,1813,4.0,202541.57,211967.51,181.3
2025-02-01,OBRA_88-1399,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,9234,4.0,1078806.35,1064345.86,923.4
2024-08-25,OBRA_56-9316,Concessionária/Rodovia,Binder,Fresadora,3119,5.0,369229.64,373770.4,389.88
2024-05-07,OBRA_95-1157,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,2144,6.0,211542.06,204951.84,321.6
2025-08-18,OBRA_35-9195,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,8460,5.0,1045431.48,1038735.03,1057.5
2024-06-14,OBRA_21-4451,Concessionária/Rodovia,Binder,Vibroacabadora,7560,4.0,777531.67,755984.53,756.0
2025-12-23,OBRA_60-0555,Concessionária/Rodovia,Binder,Vibroacabadora,9170,6.0,1097232.35,1101671.39,1375.5
2025-04-21,OBRA_91-1518,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,12671,4.0,1409838.25,1441152.71,1267.1
2024-09-25,OBRA_58-3660,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,6742,3.0,331716.36,345041.36,505.65
2026-02-02,OBRA_95-4019,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,12520,3.5,674164.94,680498.36,1095.5
2024-09-30,OBRA_70-9686,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,3301,3.0,189725.26,192172.01,247.57
2025-09-04,OBRA_69-1960,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,12695,3.5,715775.5,683121.24,1110.81
2026-03-16,OBRA_58-1061,Concessionária/Rodovia,Binder,Fresadora,1244,5.0,143061.88,140275.37,155.5
2024-09-18,OBRA_32-6452,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,14444,5.0,1615050.58,1564204.38,1805.5
2024-11-03,OBRA_30-3510,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,10199,3.5,477640.92,454018.42,892.41
2026-01-17,OBRA_98-9577,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,11896,5.0,1513649.05,1929750.05,1487.0
2025-02-20,OBRA_97-7986,Concessionária/Rodovia,Binder,Caminhão Espargidor,6597,4.0,688127.48,658634.64,659.7
2025-02-21,OBRA_97-4214,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,4288,3.0,277998.51,264885.87,321.6
2025-07-01,OBRA_69-0720,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,3045,3.0,151046.94,189839.89,228.38
2026-03-05,OBRA_77-6037,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,10763,3.0,570078.76,546872.95,807.23
2024-06-30,OBRA_46-9559,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,9096,3.5,466119.98,449868.21,795.9
2025-09-23,OBRA_02-9238,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,7759,3.0,494112.27,660454.7,581.92
2025-01-31,OBRA_76-7260,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,14978,3.0,952406.88,1233090.13,1123.35
2025-05-19,OBRA_58-9139,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,4982,5.0,537928.69,532320.99,622.75
2025-01-21,OBRA_49-3229,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,12718,3.5,573270.39,582261.85,1112.82
2024-05-31,OBRA_47-5432,Concessionária/Rodovia,Binder,Caminhão Espargidor,2954,6.0,274908.87,277689.44,443.1
2024-08-13,OBRA_12-4310,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,5410,3.5,263190.48,263587.61,473.37
2026-02-14,OBRA_77-6317,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,6601,3.5,403753.74,419263.8,577.59
2025-09-15,OBRA_30-4425,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,8540,5.0,1039105.41,1013596.9,1067.5
2025-02-13,OBRA_03-8311,Concessionária/Rodovia,Binder,Vibroacabadora,7250,4.0,895560.16,910984.86,725.0
2024-11-06,OBRA_73-0862,Concessionária/Rodovia,Binder,Caminhão Espargidor,11855,4.0,1315934.33,1527020.91,1185.5
2026-01-14,OBRA_27-2798,Concessionária/Rodovia,Binder,Fresadora,5051,5.0,482951.06,495087.11,631.38
2024-04-24,OBRA_20-9540,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,8508,3.0,466048.15,483723.24,638.1
2024-05-22,OBRA_12-2418,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,9947,4.0,1252907.59,1199272.59,994.7
2024-07-02,OBRA_73-1587,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,12740,3.5,751267.18,727163.49,1114.75
2024-11-18,OBRA_00-5261,Concessionária/Rodovia,Binder,Rolo Compactador,1373,4.0,148180.13,145805.11,137.3
2025-01-23,OBRA_54-1976,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,14003,3.5,764028.43,736287.29,1225.26
2025-03-31,OBRA_39-6868,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,14489,3.5,751602.61,769155.05,1267.79
2025-09-18,OBRA_47-0500,Concessionária/Rodovia,Binder,Caminhão Espargidor,7643,6.0,729318.81,714755.83,1146.45
2025-05-12,OBRA_54-8471,Concessionária/Rodovia,Binder,Vibroacabadora,10222,6.0,940169.56,908996.73,1533.3
2025-05-30,OBRA_56-7636,Concessionária/Rodovia,Binder,Vibroacabadora,2111,6.0,224255.81,227742.09,316.65
2024-10-14,OBRA_41-3347,Concessionária/Rodovia,Binder,Vibroacabadora,6234,5.0,736812.84,770270.11,779.25
2025-09-15,OBRA_92-1676,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,1964,3.5,93958.08,122797.1,171.85
2025-04-30,OBRA_19-4955,Concessionária/Rodovia,Binder,Fresadora,8744,4.0,978598.38,1263556.62,874.4
2026-01-03,OBRA_77-9110,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,14213,4.0,1409817.63,1413538.96,1421.3
2026-01-26,OBRA_09-4719,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,14874,3.0,851580.96,867856.11,1115.55
2024-09-26,OBRA_05-9854,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,2992,3.5,156661.83,190821.23,261.8
2025-06-29,OBRA_66-6114,Concessionária/Rodovia,Binder,Vibroacabadora,9736,6.0,840089.76,808535.05,1460.4
2025-02-22,OBRA_04-5693,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,11151,3.0,504485.63,482618.48,836.32
2025-04-23,OBRA_49-8109,Concessionária/Rodovia,Binder,Caminhão Espargidor,11632,4.0,992036.64,993823.52,1163.2
2025-12-26,OBRA_70-5022,Concessionária/Rodovia,Binder,Vibroacabadora,6796,4.0,730099.74,856679.38,679.6
2025-10-31,OBRA_97-1088,Concessionária/Rodovia,Binder,Vibroacabadora,11403,5.0,1188426.28,1216225.15,1425.38
2024-04-20,OBRA_36-4034,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,2976,4.0,276265.07,333852.52,297.6
2024-09-12,OBRA_17-8750,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,5479,6.0,474138.83,563894.85,821.85
2024-08-20,OBRA_78-8363,Concessionária/Rodovia,Binder,Caminhão Espargidor,7997,5.0,931108.14,1256687.01,999.62
2024-04-16,OBRA_22-0387,Concessionária/Rodovia,Binder,Vibroacabadora,2393,4.0,279514.72,283680.5,239.3
2025-02-22,OBRA_63-5915,Concessionária/Rodovia,Binder,Rolo Compactador,6441,5.0,709984.56,674860.43,805.12
2025-07-03,OBRA_33-5886,Concessionária/Rodovia,Binder,Caminhão Espargidor,7373,5.0,742767.95,766681.37,921.62
2025-11-20,OBRA_69-8666,Concessionária/Rodovia,Binder,Fresadora,8777,4.0,957609.33,921545.03,877.7
2026-01-12,OBRA_43-8287,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,2963,3.0,168314.58,161048.33,222.22
2024-09-15,OBRA_38-2707,Concessionária/Rodovia,Binder,Rolo Compactador,2869,6.0,260371.04,264102.18,430.35
2025-03-05,OBRA_35-7656,Concessionária/Rodovia,Binder,Caminhão Espargidor,7576,4.0,955327.63,942346.27,757.6
2025-08-28,OBRA_42-8146,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,1732,3.0,100633.15,96385.62,129.9
2025-02-04,OBRA_50-3670,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,13183,3.5,815661.2,824263.22,1153.51
2025-01-29,OBRA_93-4144,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,2741,3.5,146062.96,153115.35,239.84
2025-01-18,OBRA_04-2986,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,10486,5.0,1262986.7,1274389.76,1310.75
2025-03-12,OBRA_01-6412,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,9588,3.5,588062.5,560582.33,838.95
2025-05-06,OBRA_87-3353,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,1018,5.0,120010.34,119014.59,127.25
2024-04-05,OBRA_21-4985,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,13880,3.0,880291.7,904115.87,1041.0
2025-07-10,OBRA_82-2933,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,8800,3.5,547758.66,530583.28,770.0
2024-11-16,OBRA_08-5108,Concessionária/Rodovia,Binder,Caminhão Espargidor,5648,5.0,529964.63,544786.61,706.0
2025-07-15,OBRA_38-8092,Concessionária/Rodovia,Binder,Fresadora,12101,6.0,1304149.35,1328880.41,1815.15
2024-03-17,OBRA_00-8039,Concessionária/Rodovia,Binder,Caminhão Espargidor,4600,4.0,540345.06,538061.12,460.0
2025-10-05,OBRA_89-5948,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,11648,6.0,1381506.28,1721330.17,1747.2
2025-04-14,OBRA_51-9359,Concessionária/Rodovia,Binder,Rolo Compactador,4170,4.0,432680.53,421911.09,417.0
2025-01-23,OBRA_78-3723,Concessionária/Rodovia,Binder,Fresadora,11094,5.0,1101896.36,1085972.23,1386.75
2025-10-11,OBRA_93-1417,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,3597,3.5,172732.74,167097.07,314.74
2025-08-27,OBRA_65-0991,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,10306,3.5,622385.52,614904.64,901.77
2024-12-29,OBRA_90-4921,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,9203,3.5,468015.03,444850.89,805.26
2025-07-02,OBRA_75-4903,Concessionária/Rodovia,Binder,Fresadora,2273,6.0,285723.95,287935.08,340.95
2025-03-14,OBRA_59-4045,Concessionária/Rodovia,Binder,Rolo Compactador,9121,6.0,787160.85,1016561.56,1368.15
2025-03-25,OBRA_74-9825,Concessionária/Rodovia,Binder,Caminhão Espargidor,8932,4.0,1016589.16,1030929.5,893.2
2025-11-01,OBRA_21-8238,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,7842,5.0,975809.79,991486.46,980.25
2025-02-11,OBRA_88-8155,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,3335,6.0,407633.37,389560.56,500.25
2024-07-27,OBRA_18-4820,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,9261,3.5,574793.44,555601.03,810.34
2026-02-22,OBRA_24-4760,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,13493,5.0,1175895.54,1119515.67,1686.62
2026-02-20,OBRA_64-5831,Concessionária/Rodovia,Binder,Fresadora,14507,5.0,1819882.4,1877115.35,1813.38
2025-09-27,OBRA_96-5876,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,13830,3.5,660922.72,652744.94,1210.12
2025-11-01,OBRA_13-1138,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,6961,3.5,336121.98,325797.46,609.09
2025-02-02,OBRA_13-8602,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,11547,6.0,1305861.46,1324423.74,1732.05
2025-06-06,OBRA_65-3630,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,1056,3.0,58588.1,55700.11,79.2
2025-12-03,OBRA_08-1634,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,1331,3.5,81766.96,83541.1,116.46
2026-03-12,OBRA_06-7531,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,3954,3.0,251632.6,310684.48,296.55
2024-08-12,OBRA_28-4363,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,5094,6.0,511278.15,495193.09,764.1
2024-08-26,OBRA_57-9175,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,11864,3.5,636028.02,618582.18,1038.1
2025-06-02,OBRA_68-6103,Concessionária/Rodovia,Binder,Vibroacabadora,3566,4.0,452534.53,472523.76,356.6
2026-01-19,OBRA_03-1886,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,6261,3.0,338037.48,333196.42,469.57
2024-04-22,OBRA_45-4451,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,9598,3.5,562047.74,551824.81,839.82
2025-10-17,OBRA_03-8618,Concessionária/Rodovia,Binder,Caminhão Espargidor,7880,5.0,918257.21,1191218.46,985.0
2025-11-23,OBRA_19-5060,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,3568,4.0,344674.74,333544.37,356.8
2024-07-25,OBRA_78-7177,Concessionária/Rodovia,Binder,Rolo Compactador,3614,4.0,416670.85,418400.31,361.4
2025-08-02,OBRA_60-6191,Concessionária/Rodovia,Binder,Rolo Compactador,2157,4.0,197820.18,194573.24,215.7
2024-05-23,OBRA_34-4908,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,9654,3.0,572675.08,567088.59,724.05
2025-12-29,OBRA_22-4425,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,9314,3.5,423801.66,413484.66,814.97
2024-06-14,OBRA_41-2018,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,11978,4.0,1152840.12,1196202.16,1197.8
2025-06-28,OBRA_21-5253,Concessionária/Rodovia,Binder,Caminhão Espargidor,4054,4.0,443163.0,452219.63,405.4
2025-03-07,OBRA_74-7183,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,2233,5.0,209611.7,219142.92,279.12
2025-04-29,OBRA_96-3212,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,13357,3.0,698509.17,700121.57,1001.77
2025-06-13,OBRA_07-3355,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,8981,6.0,1058510.43,1011973.09,1347.15
2026-02-23,OBRA_40-8500,Concessionária/Rodovia,Binder,Fresadora,6861,4.0,673261.64,701071.46,686.1
2024-12-27,OBRA_99-6711,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,11006,3.5,648797.86,666796.86,963.02
2025-05-16,OBRA_50-7501,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,11386,3.0,666938.62,636290.79,853.95
2024-08-23,OBRA_35-5993,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,9388,6.0,985694.72,1025844.23,1408.2
2025-05-04,OBRA_28-8603,Concessionária/Rodovia,Binder,Rolo Compactador,4891,5.0,608970.56,622655.79,611.38
2024-12-31,OBRA_72-6651,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,5473,6.0,640038.27,624694.32,820.95
2024-10-10,OBRA_49-3312,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,3432,3.5,218811.25,215473.31,300.3
2024-10-07,OBRA_83-2418,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,9655,6.0,1058785.39,1053367.07,1448.25
2025-07-26,OBRA_03-1922,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,10998,4.0,1260088.0,1255424.77,1099.8
2025-09-17,OBRA_36-6098,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,1980,3.5,104595.99,100213.49,173.25
2025-12-05,OBRA_66-2718,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,3383,3.0,174926.91,209673.7,253.72
2025-05-29,OBRA_26-6051,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,14931,6.0,1412134.45,1628962.36,2239.65
2024-08-14,OBRA_87-4208,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,3712,3.0,168152.78,175816.96,278.4
2026-01-14,OBRA_30-8950,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,10648,3.0,577523.58,555060.25,798.6
2024-12-15,OBRA_12-2188,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,11113,5.0,1359344.35,1313895.45,1389.12
2025-11-08,OBRA_62-4056,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,12461,3.5,725649.43,706926.04,1090.34
2026-01-21,OBRA_61-0491,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,12406,6.0,1544973.7,1492302.92,1860.9
2025-12-08,OBRA_48-0219,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,9180,4.0,847629.75,844209.69,918.0
2026-02-11,OBRA_32-1997,Concessionária/Rodovia,Binder,Caminhão Espargidor,12951,4.0,1102551.43,1132755.12,1295.1
2025-10-26,OBRA_90-4591,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,4440,3.5,260041.14,248809.51,388.5
2025-08-23,OBRA_09-2420,Concessionária/Rodovia,Binder,Fresadora,3656,5.0,358110.83,372754.3,457.0
2024-11-03,OBRA_11-6456,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,10396,4.0,1297463.76,1253737.93,1039.6
2026-01-04,OBRA_43-8758,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,4413,6.0,400257.55,396342.6,661.95
2025-10-21,OBRA_09-8197,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,12557,6.0,1077693.9,1082987.4,1883.55
2026-01-12,OBRA_71-6447,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,6013,3.5,353629.55,494246.38,526.14
2024-08-28,OBRA_20-3631,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,12862,4.0,1384301.92,1443243.79,1286.2
2025-12-08,OBRA_99-9959,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,9965,3.0,516450.13,511988.78,747.38
2024-09-13,OBRA_70-3194,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,6944,3.0,338765.21,351582.6,520.8
2025-05-18,OBRA_22-8483,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,6505,3.5,373353.4,372823.64,569.19
2025-06-18,OBRA_11-9241,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,10626,3.0,546187.11,571257.13,796.95
2026-01-04,OBRA_55-8274,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,1902,3.5,99722.66,97335.73,166.42
2025-09-22,OBRA_96-1201,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,7377,3.5,346408.63,340256.43,645.49
2025-10-28,OBRA_40-1974,Concessionária/Rodovia,Binder,Caminhão Espargidor,10338,5.0,1147128.17,1160193.3,1292.25
2025-07-08,OBRA_53-9342,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,5175,3.5,249180.05,256859.45,452.81
2025-07-09,OBRA_97-3757,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,12737,6.0,1088686.83,1506130.97,1910.55
2024-09-15,OBRA_65-9824,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,2877,3.5,179147.29,187032.77,251.74
2025-07-05,OBRA_25-5043,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,13894,3.5,697693.93,721307.42,1215.72
2025-10-14,OBRA_85-1704,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,5229,3.0,244701.87,244359.92,392.18
2025-11-04,OBRA_72-4899,Concessionária/Rodovia,Binder,Vibroacabadora,1988,6.0,245635.26,307401.61,298.2
2024-09-11,OBRA_05-6970,Concessionária/Rodovia,Binder,Caminhão Espargidor,3040,6.0,301424.41,349126.69,456.0
2025-06-16,OBRA_94-8309,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,9535,6.0,1118412.46,1158924.4,1430.25
2025-08-07,OBRA_78-9602,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,10151,4.0,1298417.38,1302877.69,1015.1
2024-12-26,OBRA_99-0836,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,7370,5.0,848348.97,1140683.11,921.25
2024-12-19,OBRA_85-3607,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,5029,6.0,501902.64,492668.05,754.35
2025-04-15,OBRA_74-8722,Concessionária/Rodovia,Binder,Caminhão Espargidor,14239,4.0,1671938.94,1658176.34,1423.9
2024-05-14,OBRA_17-3462,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,2214,3.5,138978.32,145068.22,193.72
2025-06-06,OBRA_36-7903,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,9155,3.0,556005.98,570869.14,686.62
2025-01-21,OBRA_31-9856,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,12972,3.0,694534.61,702644.08,972.9
2024-12-31,OBRA_65-9300,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,3999,3.5,240819.78,241173.97,349.91
2024-11-04,OBRA_39-4049,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,1250,5.0,122368.61,117958.72,156.25
2025-01-14,OBRA_23-6929,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,9136,3.0,526522.91,547636.24,685.2
2025-02-02,OBRA_86-6231,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,6894,5.0,873800.48,904674.79,861.75
2025-07-15,OBRA_17-4952,Concessionária/Rodovia,Binder,Caminhão Espargidor,6621,5.0,854666.45,895626.44,827.62
2025-04-29,OBRA_51-6601,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,6365,3.0,333277.44,413945.05,477.38
2024-11-13,OBRA_78-1934,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,9945,6.0,1028510.09,1050256.64,1491.75
2025-03-19,OBRA_76-9713,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,4359,3.5,256167.04,262475.18,381.41
2025-12-14,OBRA_45-4540,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,3932,3.5,254390.32,321032.06,344.05
2024-11-20,OBRA_56-0007,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,4720,4.0,435821.24,441646.37,472.0
2024-04-24,OBRA_29-0323,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,7377,4.0,837682.05,1038576.25,737.7
2025-11-27,OBRA_04-5750,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,11967,3.5,667685.27,684478.31,1047.11
2025-10-11,OBRA_09-1050,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,1712,3.5,103536.46,104341.62,149.8
2024-07-27,OBRA_41-3939,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,1687,3.0,77770.88,77388.09,126.52
2025-06-18,OBRA_37-1234,Concessionária/Rodovia,Binder,Fresadora,14620,4.0,1454121.79,1442730.08,1462.0
2025-04-17,OBRA_40-3430,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,5513,3.0,299600.54,300634.84,413.47
